,Unnamed: 0,title,keywords,rating,genres
827,827,Echo,"['talented', 'smoke', 'like', 'loves', 'end', 'horse', 'wishes', 'starts', 'perfect', 'summer', 'lives', 'eating', 'obsessed', 'poisons', 'brother', 'boyfriend', 'years', 'losing', 'school', 'turns', 'poet', 'valentine', 'echo', 'dating', 'eva', 'ill', 'falls', 'storm', 'reincarnation', 'right', 'fall', 'attention', 'blood', 'father', 'white', 'believes', 'baby', 'appears', 'everything', 'sports', 'artist', 'angel', 'boy', 'sacrifice', 'life', 'little', 'faith', 'disorder', 'painting', 'new', 'behind', 'garden', 'love']",7.5,"['speculative', 'fiction', 'fantasy']"
828,828,Wayside School is Falling Down,"['stories', 'use', 'drill', 'punishment', 'duck', 'fun', 'random', 'pet', 'care', 'ball', 'juice', 'student', 'men', 'vicious', 'substitute', 'knocked', 'zero', 'bottom', 'revealing', 'wild', 'ray', 'bag', 'losing', 'dance', 'computer', 'nervous', 'food', 'mistake', 'someone', 'tough', 'silly', 'triumph', 'laughing', 'wind', 'voice', 'getting', 'looking', 'awry', 'may', 'calling', 'stupid', 'along', 'nickname', 'becomes', 'back', 'mother', 'take', 'nose', 'tattoo', 'question', 'gives', 'floor', 'order', 'one', 'heart', 'dead', 'jenny', 'emotions', 'stabbing', 'something', 'woman', 'play', 'teachers', 'kindergarten', 'rest', 'stole', 'socks', 'fire', 'fear', 'time', 'animal', 'fears', 'struggles', 'birthday', 'teacher', 'written', 'package', 'maker', 'ice', 'times', 'contrasting', 'choke', 'pretending', 'struggling', 'behind', 'complaint', 'miller', 'crying', 'like', 'sound', 'leisure', 'short', 'desire', 'promises', 'ear', 'suit', 'ballroom', 'insult', 'pain', 'experiences', 'message', 'cream', 'following', 'weird', 'window', 'make', 'school', 'problem', 'joe', 'box', 'dump', 'students', 'attaché', 'john', 'storm', 'day', 'monkey', 'toy', 'case', 'free', 'early', 'fall', 'numbers', 'spending', 'teenage', 'notes', 'younger', '18th', 'jason', 'paper', 'three', 'picture', 'type', 'baby', 'forever', 'nasty', 'comes', 'events', 'ignore', 'mac', 'watch', 'chapter', 'bird', 'bid', 'mushroom', 'friend', 'threatens', 'wish', 'mouth', 'former', 'without', 'falling', 'orders', 'split', 'bad', 'number', 'wearing', 'band', 'superior', 'made', 'difficult', 'future', 'reveals', 'paul', 'promise', 'eating', 'money', 'things', 'transform', 'end', 'big', 'breakfast', 'stairs', 'recovery', 'starts', 'old', 'chewing', 'card', 'run', 'louis', 'true', 'million', 'leaving', 'good', 'another', 'row', 'head', 'stuffed', 'accent', 'fact', 'punching', 'person', 'states', 'tell', 'disgust', 'system', 'safe', 'gym', 'way', 'acting', 'feel', 'reason', 'classroom', 'art', 'around', 'shape', 'menace', 'gut', 'last', 'writing', 'goes', 'next', 'rat', 'matter', 'hard', 'life', 'homework', 'meeting', 'cafeteria', 'finding', 'wrapped', 'speaking', 'laid', 'get', 'little', 'hair', 'warrant', 'hobo', 'hear', 'alias', 'though', 'rotten', 'brewing', 'rings', 'new', 'lost', 'part', 'drinking', 'female', 'miss', 'remember', 'assignment', 'shoe', 'skunk', 'save', 'see', 'twist', 'knock', 'refrigerator', 'room', 'suspects', 'conflict', 'wishes', 'classmates', 'telling', 'far', 'joy', 'bridge', 'plot', 'shop', 'holding', 'trouble', 'carry', 'brother', 'reel', 'kiss', 'teaching', 'told', 'extra', 'dog', 'dj', 'full', 'bee', 'winning', 'pencil', 'leave', 'london', 'barber', 'book', 'session', 'right', 'front', 'darkness', 'late', 'surprises', 'dare', 'return', 'go', 'class', 'special', 'home', 'parlor', 'origins', 'prank', 'given', 'great', 'stephen', 'desk', 'mark', 'story', 'teeth', 'first', 'hippie', 'makes', 'salad', 'crush', 'must', 'lunch', 'claim', 'work', 'lesson', 'shoes', 'missing', 'two', 'best', 'potato', 'set', 'spelling', 'calvin', 'love', 'real']",9.0,"['childrens', 'literature', 'fiction']"
829,829,Damia's Children,"['humanity', 'family', 'defense', 'together', 'raised', 'human', 'beetle', 'found', 'war', 'teleportation', 'form', 'order', 'one', 'line', 'common', 'story', 'better', 'last', 'first', 'children', 'species', 'must', 'two', 'clan', 'new', 'half', 'psychic', 'powerful']",3.0,"['science', 'fiction', 'speculative', 'fiction']"
830,830,Equinox,"['captain', 'explicit', 'works', 'gunner', 'multiple', 'small', 'american', 'erotica', 'shared', 'sea', 'tradition', 'docks', 'vagabond', 'years', 'sex', 'gratuitous', 'dog', 'search', 'sailing', 'personification', 'closing', 'wild', 'collection', 'active', 'double', 'religious', 'innocent', 'many', 'sexual', 'punished', 'language', 'sexually', 'rape', 'sheriff', 'diesel', 'military', 'violent', 'removes', 'boys', 'pornography', 'white', 'robby', 'black', 'devil', 'twins', 'long', 'underage', 'leitmotif', 'kind', 'novel', 'jonathan', 'obscure', 'modern', 'author', 'satan', 'town', 'artist', 'story', 'wallet', 'inhabitants', 'first', 'apparent', 'myth', 'naive', 'evil', 'crime', 'life', 'corrupt', 'characters', 'written', 'character', 'operative', 'though', 'two', 'assault', 'lost', 'one']",8.0,"['science', 'fiction', 'speculative', 'fiction', 'erotica', 'fiction']"
831,831,The Russian Debutante's Handbook,"['family', 'absorption', 'society', 'lives', 'student', 'forced', 'knowledge', 'film', 'groundhog', 'girl', 'scheme', 'ceremony', 'posing', 'becomes', 'back', 'unknown', 'something', 'one', 'mentally', 'airport', 'novel', 'citizen', 'woman', 'russian', 'stage', 'actress', 'social', 'birthday', 'cartel', 'fan', 'works', 'deception', 'scene', 'scam', 'living', 'jewish', 'disappointment', 'begins', 'operating', 'make', 'well', 'drug', 'father', 'plans', 'citizenship', 'going', 'pyramid', 'comes', 'young', 'english', 'ponzi', 'expatriate', 'paris', 'terror', 'friend', 'shares', 'electric', 'overweight', 'york', 'help', 'things', 'population', '25th', 'man', 'college', 'beat', 'old', 'business', 'false', 'american', 'gentile', 'borrow', 'apartment', 'sex', 'taking', 'north', 'hospital', 'days', 'attention', 'united', 'kill', 'skinheads', 'way', 'miami', 'son', 'european', 'get', 'redhead', 'inability', 'able', 'new', 'mafia', 'drinking', 'goes', 'city', 'immigrant', 'escape', 'russia', 'full', 'naturalization', 'dating', 'jew', 'wealthy', 'book', 'boss', 'eastern', 'first', 'compensation', 'america', 'flight', 'happily', 'cleveland', 'real', 'figure']",6.5,[]
832,832,The Great Santini,"['family', 'loves', 'fit', 'basketball', 'south', 'based', 'jewish', 'experiences', 'relationship', 'pilot', 'playing', 'high', 'fighter', 'war', 'growth', 'point', 'well', 'donald', 'strict', 'book', 'service', 'military', 'inspiration', 'main', 'novel', 'effort', 'vietnam', 'growing', 'calls', 'great', 'town', 'story', 'turn', 'childhood', 'struggle', 'makes', 'marine', 'win', 'acceptance', 'without', 'move', 'character', 'set', 'classmate', 'warrior', 'goes']",9.0,"['autobiographical', 'fiction']"
833,833,Green Angel,"['family', 'appearance', 'city', 'green', 'care', 'starts', 'lives', 'sell', 'silent', 'animals', 'old', '16th', 'pain', 'die', 'orphans', 'summer', 'apples', 'taste', 'make', 'cover', 'leaving', 'within', 'ash', 'conflagration', 'used', 'many', 'ashes', 'strong', 'heal', 'body', 'tell', 'becomes', 'younger', 'house', 'past', 'sister', 'black', 'destroy', 'internal', 'one', 'main', 'changes', 'kind', 'art', 'beautiful', 'growing', 'quiet', 'group', 'calls', 'boy', 'malevolent', 'people', 'cut', 'believed', 'fire', 'turning', 'finding', 'time', 'personality', 'hair', 'tragic', 'behind', 'leaf', 'goes']",7.75,"['speculative', 'fiction', 'young', 'adult', 'literature']"
834,834,Feeling Sorry for Celia,"['sleepover', 'lives', 'student', 'forced', 'someone', 'local', 'girl', 'pregnant', 'becomes', 'mother', 'awkward', 'second', 'one', 'novel', 'woman', 'correspondence', 'apparent', 'blindness', 'time', 'invite', 'subconscious', 'throw', 'opportunity', 'like', 'friends', 'together', 'friendship', 'begins', 'make', 'school', 'found', 'well', 'revealed', 'condom', 'father', 'house', 'three', 'retreat', 'circus', 'going', 'comes', 'away', 'everything', 'english', 'boy', 'protagonist', 'got', 'collie', 'confused', 'without', 'york', 'letters', 'canada', 'equal', 'left', 'things', 'party', 'suicide', 'interest', 'letter', 'relationship', 'run', 'sex', 'pact', 'truth', 'leaving', 'good', 'serious', 'another', 'death', 'hurt', 'fact', 'person', 'tell', 'saxon', 'romantic', 'wanted', 'way', 'problems', 'reason', 'thoughts', 'around', 'devastated', 'writing', 'last', 'ricky', 'life', 'private', 'suburb', 'get', 'though', 'hear', 'new', 'wife', 'goes', 'telling', 'fit', 'befriended', 'plot', 'told', 'high', 'sympathy', 'comfort', 'dating', 'anonymous', 'success', 'running', 'clubs', 'go', 'home', 'open', 'change', 'story', 'barrage', 'elizabeth', 'crush', 'alone', 'best']",6.25,['fiction']
835,835,The Big Orange Splot,"['see', 'like', 'lives', 'brother', 'bright', 'talk', 'many', 'book', 'early', 'revealed', 'house', 'seagull', 'street', 'one', 'believe', 'main', 'hallucinogenic', 'dreams', 'steven', 'older', 'us', 'people', 'missouri', 'orange', 'interview', 'reference', 'paint', 'painting', 'made']",10.0,"['childrens', 'literature', 'fiction']"
836,836,The Stones of Nomuru,"['city', 'keith', 'archeologist', 'dispute', 'excavation', 'murdered', 'museum', 'lands', 'plans', 'rivalry', 'weapons', 'supply', 'battle', 'order', 'complicated', 'ancient', 'invasion', 'manipulate', 'must', 'former', 'endangered', 'secretly', 'superior', 'dig']",8.0,"['science', 'fiction', 'speculative', 'fiction']"
837,837,Michaelmas,"['killed', 'project', 'digital', 'near', 'starts', 'electronic', 'image', 'years', 'turns', 'international', 'loss', 'accident', 'many', 'used', 'astronaut', 'sparring', 'may', 'presence', 'united', 'travel', 'influence', 'success', 'extraterrestrial', 'past', 'partner', 'artificial', 'one', 'intellectual', 'novel', 'existence', 'mission', 'failed', 'events', 'joint', 'power', 'symbol', 'control', 'threatening', 'intelligence', 'possible', 'nations', 'space', 'believed', 'hard', 'created', 'time', 'communication', 'confidante', 'world', 'reports', 'miraculously', 'scenario', 'public', 'new', 'future', 'set', 'wife', 'fictitious', 'powerful', 'part']",3.0,"['science', 'fiction', 'speculative', 'fiction']"
838,838,A Fairly Honourable Defeat,"['game', 'homosexual', 'england', 'bet', 'loves', 'apart', 'job', 'man', 'friends', 'quick', 'hot', 'lives', 'nephew', 'returning', 'old', 'university', 'plot', 'relationship', 'escape', 'revealing', 'spurned', 'make', 'extra', 'school', 'full', 'mate', 'good', 'high', 'serious', 'air', 'less', 'leave', 'still', 'julius', 'determined', 'book', 'presence', 'thwarted', 'personal', 'task', 'king', 'confront', 'way', 'appears', 'problems', 'peter', 'harm', 'vulnerable', 'morgan', 'power', 'makes', 'breaking', 'fellow', 'former', 'foster', 'falling', 'moral', 'without', 'get', 'break', 'though', 'characters', 'simon', 'compromising', 'damage', 'labyrinth', 'couple', 'love', 'complicated']",9.0,['fiction']
839,839,Sexy,"['sense', 'thought', 'swim', 'student', 'ruins', 'school', 'high', 'students', 'sexy', 'take', 'self', 'one', 'darren', 'torn', 'accusations', 'fear', 'moral', 'character', 'teacher', 'member', 'club', 'team', 'part']",8.0,"['childrens', 'literature', 'young', 'adult', 'literature', 'fiction']"
840,840,The Talisman Ring,"['hands', 'innocence', 'meaning', 'sir', 'refuge', 'escapes', 'visit', 'tough', 'local', 'blood', 'take', 'loyal', 'sarah', 'de', 'one', 'believe', 'older', 'calls', 'trying', 'stay', 'break', 'inn', 'murderer', 'appearance', 'like', 'together', 'following', 'impression', 'turns', 'talk', 'grandson', 'house', 'morning', 'street', 'going', 'ten', 'injured', 'away', 'making', 'young', 'ring', 'paris', 'runners', 'without', 'shares', 'vows', 'help', 'clothes', 'man', 'dispute', 'valuable', 'cousin', 'indulgence', 'basil', 'dressed', 'run', 'smugglers', 'plan', 'butler', 'trail', 'accomplice', 'days', 'romantic', 'kill', 'advice', 'baron', 'around', 'next', 'architectural', 'meeting', 'finding', 'marriage', 'get', 'talisman', 'show', 'miss', 'course', 'lion', 'nursing', 'lord', 'knock', 'word', 'encounter', 'trouble', 'marry', 'discussion', 'leave', 'punches', 'hearing', 'go', 'home', 'french', 'red', 'bow', 'account', 'annoyed', 'spoken', 'two', 'trap', 'glass', 'meet']",3.0,"['historical', 'fiction', 'historical', 'whodunnit', 'romance', 'mystery', 'suspense', 'regency', 'romance', 'fiction']"
841,841,An Infamous Army,"['family', 'situation', 'loves', 'england', 'withdraw', 'hopes', 'sir', 'men', 'countess', 'dance', 'revealing', 'search', 'grandchildren', 'match', 'scots', 'willing', 'cannon', 'arm', 'still', 'looking', 'extended', 'grandfather', 'strange', 'becomes', 'back', 'devoted', 'charm', 'anxious', 'carried', 'road', 'take', 'battles', 'historically', 'danger', 'second', 'battle', 'de', 'wellington', 'one', 'heart', 'creating', 'novel', 'marries', 'older', 'admired', 'play', 'quarrel', 'woman', 'field', 'calls', 'foot', 'fire', 'aged', 'rebelling', 'regiment', 'fears', 'time', 'trying', 'stay', 'maker', 'laughs', 'times', 'half', 'behind', 'final', 'waterloo', 'heard', 'risk', 'like', 'cause', 'friends', 'promises', 'returning', 'together', 'uncle', 'message', 'brussels', 'delivery', 'staring', 'says', 'make', 'impression', 'charles', 'partying', 'talk', 'well', 'john', 'europe', 'british', 'nurse', 'day', 'early', 'guests', 'fall', 'heels', 'ever', 'awful', 'younger', 'fallen', 'hill', 'morning', 'pay', 'marching', 'charge', 'count', 'going', 'taken', 'beauty', 'jasper', 'rival', 'comes', 'making', 'away', 'young', 'forgotten', 'desperate', 'events', 'fighting', 'army', 'ring', 'st', 'explanation', 'wish', 'walk', 'carefree', 'mary', 'member', 'help', 'made', 'barbara', 'george', 'perry', 'skirmishes', 'historic', 'left', 'party', 'end', 'staff', 'man', 'summer', 'old', 'officers', 'true', 'disapproves', 'aunt', 'inner', 'eighteen', 'colonel', 'side', 'another', 'depth', 'head', 'starting', 'learn', 'duchess', 'person', 'days', 'tell', 'prince', 'violent', 'safe', 'wanted', 'warning', 'surprise', 'advice', 'way', 'servant', 'worth', 'terrible', 'widow', 'around', 'harry', 'devastated', 'next', 'wounded', 'matter', 'hard', 'life', 'orange', 'engagement', 'news', 'act', 'turning', 'column', 'marriage', 'get', 'brothers', 'little', 'met', 'though', 'earl', 'new', 'lost', 'wife', 'painted', 'miss', 'uninvited', 'goes', 'lord', 'see', 'kept', 'devastating', 'city', 'stops', 'telling', 'general', 'brother', 'expecting', 'married', 'approved', 'granddaughter', 'marry', 'strength', 'marquis', 'mind', 'rise', 'napoleon', 'point', 'many', 'leave', 'determined', 'aristocracy', 'worried', 'book', 'right', 'cub', 'seeing', 'third', 'peace', 'famous', 'go', 'belgian', 'home', 'battlefield', 'leading', 'secret', 'line', 'change', 'given', 'feelings', 'great', 'french', 'steps', 'duke', 'husband', 'first', 'better', 'makes', 'gone', 'cut', 'account', 'must', 'annoyed', 'lady', 'assembly', 'remark', 'hit', 'two', 'love', 'thing']",3.0,"['historical', 'fiction', 'fiction', 'romance', 'historical']"
842,842,Venetia,"['lord', 'situation', 'cause', 'ancestral', 'awkwardness', 'man', 'loves', 'chance', 'encounter', 'uncle', 'escape', 'friendship', 'brother', 'season', 'wrong', 'aunt', 'led', 'seeking', 'another', 'opinion', 'estranged', 'happy', 'london', 'still', 'disgraced', 'day', 'fall', 'becomes', 'mother', 'younger', 'father', 'peace', 'take', 'awkward', 'one', 'home', 'way', 'believe', 'injured', 'dead', 'older', 'alive', 'away', 'failed', 'reclusive', 'beautiful', 'quiet', 'great', 'young', 'creating', 'first', 'next', 'children', 'domestic', 'time', 'marriage', 'aubrey', 'world', 'social', 'ruin', 'stay', 'kindness', 'help', 'recover', 'disturbed', 'best', 'wife', 'left']",3.0,"['mystery', 'historical', 'fiction', 'fiction', 'romance', 'suspense']"
843,843,Coal Run,"['population', 'independent', 'pro', 'like', 'man', 'explosion', 'lives', 'thirty', 'old', 'football', 'pediatrician', 'imminent', 'image', 'conscience', 'years', 'career', 'wild', 'mine', 'rich', 'cast', 'unique', 'local', 'deadly', 'still', 'girl', 'shocking', 'vet', 'form', 'days', 'release', 'fallen', 'father', 'justice', 'drowning', 'male', 'narrator', 'guilt', 'mirror', 'haunted', 'kind', 'secret', 'vietnam', 'young', 'town', 'generation', 'great', 'deputy', 'ivan', 'story', 'events', 'demons', 'current', 'simple', 'friend', 'place', 'life', 'must', 'time', 'characters', 'neglectful', 'died', 'west', 'dangerous', 'nights', 'half', 'reveals', 'parents']",3.0,['fiction']
844,844,The Tale of Benjamin Bunny,"['blue', 'see', 'top', 'cousin', 'previous', 'adventure', 'following', 'nervous', 'followed', 'venture', 'rabbit', 'locked', 'bunny', 'leave', 'looking', 'lingering', 'gathering', 'basket', 'father', 'jacket', 'gives', 'cat', 'home', 'casual', 'going', 'peter', 'locks', 'around', 'whipping', 'brown', 'hide', 'shoes', 'clothes', 'missing', 'lost', 'wife', 'garden', 'tale']",3.0,"['childrens', 'literature', 'fiction']"
845,845,Lady of Quality,"['england', 'man', 'sir', 'living', 'friendship', 'regency', 'brother', 'relationship', 'years', 'visit', 'marry', 'match', 'nurses', 'live', 'favor', 'many', 'ill', 'sexually', 'day', 'intelligent', 'bath', 'biting', 'investigate', 'personal', 'back', 'becomes', 'running', 'safe', 'geoffrey', 'age', 'way', 'novel', 'woman', 'away', 'label', 'beautiful', 'around', 'events', 'childhood', 'guardian', 'story', 'feelings', 'chaperone', 'developing', 'control', 'first', 'excuse', 'must', 'children', 'marriage', 'get', 'move', 'contract', 'able', 'discover', 'household', 'new', 'wife', 'set', 'financial', 'wit']",9.0,"['mystery', 'historical', 'fiction', 'fiction', 'romance', 'regency', 'romance']"
846,846,Cousin Kate,"['slut', 'sir', 'forced', 'night', 'still', 'voice', 'looking', 'getting', 'strange', 'may', 'becomes', 'mother', 'back', 'take', 'becoming', 'sarah', 'something', 'one', 'opening', 'calls', 'fears', 'time', 'heard', 'like', 'youth', 'suspicion', 'sound', 'cause', 'begins', 'make', 'turns', 'compose', 'found', 'dying', 'cold', 'storm', 'awful', 'house', 'father', 'knowing', 'morning', 'tragedy', 'via', 'taken', 'beauty', 'comes', 'away', 'everything', 'deal', 'mr', 'letters', 'made', 'left', 'things', 'man', 'old', 'obsessed', 'invalid', 'aunt', 'death', 'fact', 'tell', 'orphan', 'reason', 'terrible', 'thoughts', 'notice', 'strangled', 'governess', 'chaos', 'next', 'journey', 'life', 'engagement', 'marriage', 'hate', 'though', 'able', 'familiar', 'new', 'part', 'timothy', 'see', 'job', 'shop', 'marry', 'door', 'scream', 'full', 'point', 'leave', 'middle', 'determined', 'sleep', 'go', 'afraid', 'home', 'harm', 'saying', 'beautiful', 'better', 'first', 'makes', 'must', 'lady', 'note', 'dresser', 'love']",7.0,"['mystery', 'historical', 'fiction', 'fiction', 'romance', 'suspense']"
847,847,False Colours,"['kit', 'save', 'england', 'appearance', 'family', 'grandmother', 'love', 'brother', 'make', 'happened', 'vienna', 'service', 'twin', 'fallen', 'impersonate', 'home', 'dreams', 'comes', 'meet', 'diplomatic', 'idea', 'wish', 'lady', 'without', 'work', 'get', 'stay', 'brothers', 'met', 'able', 'tale', 'retire', 'chosen', 'deduction']",3.0,"['mystery', 'historical', 'fiction', 'fiction', 'romance', 'suspense']"
848,848,The Nonesuch,"['lord', 'selfish', 'society', 'perfect', 'far', 'sir', 'love', 'tiffany', 'another', 'well', 'london', 'falls', 'station', 'wealthy', 'possessed', 'fall', 'house', 'property', 'go', 'young', 'turn', 'governess', 'practical', 'heiress', 'waldo', 'ladies', 'must', 'yorkshire', 'miss', 'charity', 'sporting']",3.0,"['historical', 'fiction', 'romance', 'mystery', 'fiction', 'regency', 'romance', 'suspense']"
849,849,Frederica,"['family', 'like', 'selfish', 'niece', 'society', 'distant', 'cousin', 'men', 'sponsor', 'make', 'marquis', 'high', 'good', 'well', 'london', 'many', 'falls', 'debut', 'launch', 'younger', 'charge', 'sister', 'daughter', 'long', 'home', 'taken', 'easy', 'share', 'frank', 'admired', 'comes', 'beautiful', 'young', 'open', 'country', 'spirits', 'ladies', 'reluctant', 'manners', 'brothers', 'louisa', 'two', 'love']",7.0,"['mystery', 'historical', 'fiction', 'fiction', 'romance', 'suspense']"
850,850,My Lord John,"['end', 'reading', 'uses', 'brother', 'henry', 'period', 'lancaster', 'iv', 'john', 'language', 'middle', 'book', 'chronicles', 'english', 'v', 'son', 'kings', 'life', 'note', 'simon', 'historical', 'lot', 'left']",3.0,"['mystery', 'historical', 'fiction', 'fiction', 'suspense', 'historical']"
851,851,The Conqueror,"['chronicles', 'life', 'conquest', 'england', 'daughter', 'count', 'lady', 'normandy', 'william', 'birth', 'fight', 'baldwin', 'born', 'illegitimate', 'future', 'duke', 'son', 'people', 'eyes', 'win']",5.0,"['biography', 'historical', 'fiction', 'romance', 'mystery', 'fiction', 'historical', 'suspense']"
852,852,Christy,"['family', 'alternative', 'use', 'david', 'society', 'information', 'local', 'christy', 'quaker', 'challenged', 'appalachian', 'becomes', 'schools', 'trepanation', 'block', 'order', 'marries', 'typhoid', 'mission', 'woman', 'peter', 'ancient', 'apparent', 'time', 'teacher', 'cutter', 'remote', 'conditions', 'based', 'living', 'tradition', 'experiences', 'following', 'gap', 'make', 'school', 'village', 'injustice', 'students', 'talk', 'day', 'filthy', 'house', 'seller', 'primitive', 'challenges', 'beauty', 'physician', 'traditional', 'mountain', 'locals', 'catherine', 'tennessee', 'idea', 'shares', 'folk', 'fictional', 'schoolchildren', 'help', 'alice', 'parents', 'money', 'population', 'man', 'near', 'crafts', 'hygiene', 'community', 'north', 'mentor', 'implied', 'trip', 'daughter', 'widow', 'notice', 'mountains', 'minister', 'morgan', 'meeting', 'studies', 'nearby', 'ways', 'agnostic', 'wife', 'miss', 'cycle', 'medicine', 'needs', 'plot', 'attempt', 'married', 'accident', 'many', 'book', 'christian', 'giving', 'late', 'site', 'danish', 'main', 'revival', 'raped', 'drawn', 'origins', 'saying', 'group', 'story', 'victim', 'better', 'first', 'adults', 'makes', 'prohibition', 'revenge', 'program', 'work', 'chapel', 'characters', 'founder', 'best', 'set', 'faith', 'real']",10.0,"['historical', 'fiction', 'childrens', 'literature', 'fiction']"
853,853,Mockingbird,"['reading', 'job', 'silent', 'escape', 'attempt', 'says', 'reunion', 'film', 'path', 'dean', 'android', 'gives', 'words', 'novel', 'central', 'failed', 'ancient', 'prison', 'crime', 'journey', 'lou', 'mary', 'written', 'character', 'york', 'discovery', 'two', 'new', 'paul']",3.0,"['science', 'fiction', 'speculative', 'fiction', 'fiction']"
854,854,South by Java Head,"['party', 'picking', 'city', 'far', '1961', 'sea', 'begins', 'cover', 'nurses', 'succession', 'bitterness', 'nightmare', 'back', 'survivors', 'dive', 'refugees', 'tropical', 'sun', 'one', 'way', 'rubble', 'dawn', 'hatred', 'shattered', 'first', 'smoking', 'murderous', 'struggling', 'singapore']",3.0,"['historical', 'fiction']"
855,855,Bimbos of the Death Sun,"['game', 'works', 'fantasy', 'fiction', 'james', 'suspects', 'crew', 'police', 'companion', 'jay', 'cover', 'boat', 'engineering', 'taking', 'star', 'death', 'mega', 'honor', 'well', 'point', 'station', 'book', 'electrical', 'guests', 'bullet', 'confession', 'hardcore', 'virginia', 'radiation', 'fans', 'judge', 'surprising', 'science', 'kill', 'one', 'going', 'signature', 'novel', 'convention', 'making', 'author', 'english', 'given', 'everything', 'hero', 'pen', 'space', 'hard', 'sing', 'place', 'affected', 'motive', 'fictional', 'folk', 'written', 'world', 'books', 'professor', 'familiar', 'lot', 'lost', 'female']",8.416666667000001,"['science', 'fiction', 'speculative', 'fiction']"
856,856,Software,"['retired', 'overcome', 'complex', 'society', 'killers', 'together', 'original', 'living', 'selection', 'masses', 'consciousness', 'robot', 'stanley', 'mind', 'computer', 'turns', 'depiction', 'robots', 'war', 'used', 'many', 'duplicate', '1st', 'free', 'terrified', 'moon', 'travel', 'achieve', 'numbers', 'poverty', 'treason', 'artificial', 'via', 'one', 'baby', 'heart', 'creating', 'main', 'novel', 'lunar', 'civil', 'given', 'freaky', 'kidnapped', 'events', 'story', 'cab', 'serial', 'first', 'massive', 'intelligence', 'software', 'gang', 'ralph', 'driver', 'florida', 'created', 'caught', 'scientist', 'little', 'elderly', 'character', 'natural', 'want', 'born', 'times', 'new', 'priorities', 'race', 'money']",8.666666667000001,"['science', 'fiction', 'speculative', 'fiction']"
857,857,Saint,"['david', 'project', 'attack', 'englishman', 'hunting', 'president', 'losing', 'role', 'treaty', 'travels', 'screaming', 'mother', 'back', 'float', 'second', 'battle', 'control', 'advisor', 'final', 'defense', 'assassin', 'together', 'message', 'begins', 'years', 'johnny', 'found', 'assassinations', 'opinion', 'skeptical', 'trigger', 'weapons', 'going', 'taken', 'training', 'countries', 'making', 'fly', 'assassinate', 'deal', 'without', 'infiltrate', 'york', 'member', 'born', 'piece', 'objects', 'kelly', 'underground', 'man', 'shot', 'true', 'happened', 'leaving', 'another', 'unusual', 'days', 'united', 'kill', 'minister', 'israel', 'son', 'spiritual', 'series', 'next', 'abraham', 'remains', 'mental', 'able', 'elite', 'new', 'miss', 'goes', 'see', 'x', 'city', 'paradise', 'original', 'setting', 'carl', 'robert', 'mind', 'high', 'iranian', 'desert', 'book', 'right', 'flesh', 'mock', 'peace', 'go', 'scouting', 'change', 'group', 'great', 'power', 'first', 'makes', 'must', 'defeat', 'ranch', 'set', 'faith', 'meet', 'real']",3.0,"['mystery', 'fiction', 'suspense']"
858,858,Wetware,"['end', 'focuses', 'carry', 'plot', 'corporation', 'living', 'setting', 'attempt', 'human', 'allan', 'frames', 'years', 'robot', 'implanted', 'brain', 'plan', 'killing', 'used', 'historic', 'smart', 'intelligent', 'christmas', 'steamboat', 'allusions', 'body', 'moon', 'revealed', 'force', 'return', 'detective', 'embryo', 'gives', 'religion', 'maturity', 'artificial', 'main', 'ten', 'edgar', 'kind', 'formation', 'woman', 'dream', 'play', 'roles', 'outer', 'events', 'kentucky', 'boy', 'goes', 'destroyed', 'last', 'makes', 'plastic', 'matter', 'software', 'disease', 'succeeds', 'idea', 'private', 'pregnancy', 'characters', 'christ', 'birth', 'organism', 'help', 'murder', 'belle', 'two', 'hybrid', 'raise', 'new', 'working', 'set', 'onboard', 'race', 'modified', 'character', 'earth']",9.0,"['science', 'fiction', 'speculative', 'fiction']"
859,859,On Wings of Song,"['idealism', 'culture', 'farm', 'dreaming', 'pledge', 'local', 'still', 'cities', 'section', 'becomes', 'imaginative', 'travel', 'take', 'sinful', 'becoming', 'age', 'cultural', 'believe', 'novel', 'singing', 'childhood', 'socially', 'iowa', 'social', 'world', 'dangerous', 'flying', 'powerful', 'exploring', 'bildungsroman', 'based', 'astral', 'device', 'radical', 'well', 'belt', 'adolescence', 'achieve', 'tragedy', 'musical', 'conservative', 'action', 'integration', 'boy', 'surroundings', 'musician', 'place', 'forbidden', 'without', 'falling', 'york', 'future', 'coastal', 'happened', 'brain', '21st', 'states', 'united', 'hidden', 'campaign', 'daughter', 'art', 'around', 'possible', 'act', 'suburban', 'reference', 'able', 'new', 'hardship', 'escape', 'rebellion', 'experience', 'artistic', 'mind', 'unique', 'exploitation', 'point', 'leave', 'many', 'popular', 'middle', 'economic', 'portrait', 'christian', 'invention', 'minor', 'body', 'performance', 'famous', 'afraid', 'words', 'coalition', 'great', 'controversial', 'prison', 'first', 'torn', 'makes', 'claim', 'government', 'urban', 'love', 'invisible', 'beginning']",5.0,"['science', 'fiction', 'speculative', 'fiction', 'fiction']"
